,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
795,37501074,,1,,feast,gojek/feast,592.0,Feature Store for Machine Learning,"big-data,bigquery,feature-engineering,features,machine-learning,ml",https://github.com/gojek/feast,https://feast.dev/,GitHub,False,2018-12-10 07:20:15 UTC,2020-01-08 08:35:20 UTC,2020-01-08 08:17:51 UTC,10852.0,Java,True,True,False,91.0,,36.0,master,47.0,161133770,,Apache-2.0,21,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2020-01-03 06:54:51 UTC,8,GitHub,,git,,,feast,gojek,feast,37501074
797,38150287,,1,,fate,FederatedAI/FATE,1125.0,An Industrial Level Federated Learning Framework,"algorithm,fate,federated-learning,machine-learning,privacy-preserving",https://github.com/FederatedAI/FATE,https://fedai.org/,GitHub,False,2019-01-24 10:32:43 UTC,2019-11-27 11:53:18 UTC,2019-11-27 12:13:36 UTC,82331.0,Python,True,True,False,341.0,,38.0,master,79.0,167349656,,Apache-2.0,8,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-03-06 08:32:52 UTC,5,GitHub,,git,,,FATE,FederatedAI,fate,38150287
798,16059020,,1,,fastxml,Refefer/fastxml,37.0,FastXML / PFastXML / PFastreXML - Implementation of Extreme Multi-label Classification,"fastxml,machine-learning,multilabel-classification,python",https://github.com/Refefer/fastxml,,GitHub,False,2016-11-20 03:04:21 UTC,2017-07-18 01:26:13 UTC,2017-07-18 00:59:58 UTC,117.0,Python,True,True,False,12.0,,0.0,master,4.0,74249599,,Other,2,README.md,,,LICENSE,,,,,2017-07-18 01:26:10 UTC,5,GitHub,,,,,fastxml,Refefer,fastxml,16059020
799,38193711,,1,,fasttext,davidmenger/fast-text,5.0,Prediction and nearest neighbour tools from Facebook Fast Text wrapped into Node.js packages.,"facebook-fasttext,machine-learning,natural-language-processing,nodejs,npm-package,word-processing",https://github.com/davidmenger/fast-text,,GitHub,False,2017-06-07 15:03:38 UTC,2019-03-12 13:37:28 UTC,2017-12-18 11:26:43 UTC,73074.0,C++,True,True,False,2.0,,0.0,master,2.0,93648205,,,2,README.md,,,,,,,,2019-03-12 13:37:28 UTC,2,GitHub,,git,,,fast-text,davidmenger,fast text,38193711
800,41230434,,1,,farmer,aiorhiroki/farmer,7.0,farmer is an automated machine learning library.👨‍🌾,,https://github.com/aiorhiroki/farmer,,GitHub,False,2019-03-04 11:20:46 UTC,2019-12-31 02:57:20 UTC,2019-12-31 02:48:10 UTC,10036.0,Python,True,True,False,0.0,,9.0,master,0.0,173731132,,,4,README.md,,,,,,,,2019-12-31 02:57:20 UTC,4,GitHub,,git,,,farmer,aiorhiroki,farmer,41230434
802,5088389,,1,,facenet,davidsandberg/facenet,9709.0,Face recognition using Tensorflow,"computer-vision,deep-learning,face-detection,face-recognition,facenet,mtcnn,tensorflow",https://github.com/davidsandberg/facenet,,GitHub,False,2016-02-12 22:14:40 UTC,2019-12-19 08:35:18 UTC,2019-12-16 20:55:37 UTC,3007.0,Python,True,True,False,3989.0,,456.0,master,572.0,51620087,,MIT,1,,,,,,,,,2017-11-24 18:52:03 UTC,7,GitHub,,git,,,facenet,davidsandberg,facenet,5088389
803,39734933,,1,,facedetector,piyushsinha24/Face-Detector,62.0,Face Detection using Firebase ML-Kit,"face-detection,firebase,flutter,machine-learning",https://github.com/piyushsinha24/Face-Detector,,GitHub,False,2019-09-22 23:33:34 UTC,2019-10-27 13:05:21 UTC,2019-09-24 13:17:36 UTC,953.0,Dart,True,True,False,18.0,,0.0,master,2.0,210228177,,,1,README.md,,,,,,,,2019-10-27 13:05:21 UTC,3,GitHub,,git,,,Face-Detector,piyushsinha24,face detector,39734933
805,11169894,,1,,fabrik,Cloud-CV/Fabrik,852.0,":factory: Collaboratively build, visualize, and design neural nets in browser","caffe,ide,keras,neural-network,tensorflow,visualization",https://github.com/Cloud-CV/Fabrik,http://fabrik.cloudcv.org/,GitHub,False,2016-05-28 17:51:46 UTC,2018-06-12 15:11:10 UTC,2018-06-12 15:08:51 UTC,8819.0,Python,True,True,True,179.0,,34.0,master,47.0,59907561,,GPL-3.0,11,README.md,,,LICENSE,,,,,2017-05-13 15:59:19 UTC,8,GitHub,,git,,,Fabrik,Cloud-CV,fabrik,11169894
806,11819562,,1,,eyes,apollos/eyes,7.0,"""Eyes"" is a deeplearning project. It can support real-time object detection and recognizing.",,https://github.com/apollos/eyes,,GitHub,False,2016-05-17 00:52:20 UTC,2017-12-15 05:46:37 UTC,2017-04-19 03:44:48 UTC,127001.0,C,True,True,False,4.0,,0.0,master,4.0,58978340,,,1,README.md,,,,,,,,2016-07-16 14:15:00 UTC,3,GitHub,,git,,,eyes,apollos,eyes,11819562
807,37062376,,1,,euclidesdb,perone/euclidesdb,412.0,A multi-model machine learning feature embedding database,"cpp,database,deep-learning,machine-learning,pytorch,search",https://github.com/perone/euclidesdb,http://euclidesdb.readthedocs.io/,GitHub,False,2018-11-10 03:03:51 UTC,2019-02-12 01:49:09 UTC,2019-02-12 01:49:07 UTC,1895.0,C++,True,False,False,18.0,,7.0,master,21.0,156942199,,Other,1,README.md,,,LICENSE,,,,,2018-11-19 21:11:06 UTC,6,GitHub,,git,,,euclidesdb,perone,euclidesdb,37062376
808,10387293,,1,,espresso,codinfox/espresso,61.0,A minimal high performance parallel neural network framework running on iOS,,https://github.com/codinfox/espresso,http://codinfox.github.io/espresso/,GitHub,False,2016-03-29 00:36:21 UTC,2017-03-16 16:32:36 UTC,2016-05-23 02:16:21 UTC,30897.0,Swift,True,True,True,7.0,,0.0,master,8.0,54933609,,,2,README.md,,,,,,,,2016-07-20 12:45:58 UTC,5,GitHub,,,,,espresso,codinfox,espresso,10387293
809,4702225,,1,,esp,damellis/ESP,138.0,The Example-based Sensor Predictions (ESP) system applies machine learning to real-time sensor data.,,https://github.com/damellis/ESP,,GitHub,False,2015-11-13 23:43:54 UTC,2018-02-22 12:35:10 UTC,2017-08-11 17:46:00 UTC,27558.0,C++,True,True,True,31.0,,133.0,master,20.0,46153138,,BSD-3-Clause,4,README.md,,,LICENSE.txt,,,,,2017-08-23 16:52:51 UTC,6,GitHub,,git,,,ESP,damellis,esp,4702225
810,24000487,,1,,erl,NoListen/ERL,8.0,Exploration based Reinforcement Learning. (Montezuma Revenge),,https://github.com/NoListen/ERL,,GitHub,False,2017-05-09 05:49:33 UTC,2019-09-07 19:37:21 UTC,2018-07-23 18:56:30 UTC,18132.0,Python,True,True,False,2.0,,0.0,master,1.0,90707215,,MIT,1,README.md,,,LICENSE,,,,,2019-09-07 19:37:21 UTC,4,GitHub,,git,,,ERL,NoListen,erl,24000487
811,37756342,,1,,ergo,evilsocket/ergo,182.0,🧠 A tool that makes AI easier.,"dataset,deep-learning,ergo,gpu,keras,machine-learning,neural-networks,tensorflow,training-algorithm",https://github.com/evilsocket/ergo,,GitHub,False,2018-11-21 18:15:31 UTC,2019-11-15 01:36:15 UTC,2019-10-24 11:17:50 UTC,773.0,Python,True,True,False,17.0,,1.0,master,7.0,158589080,,GPL-3.0,2,README.md,changelog.sh,,LICENSE.md,,,,,2019-05-27 11:02:30 UTC,6,GitHub,,git,,,ergo,evilsocket,ergo,37756342
812,36267120,,1,,eps,ankane/eps,487.0,Machine learning for Ruby,"automl,machine-learning,rubyml",https://github.com/ankane/eps,,GitHub,False,2018-07-03 19:53:52 UTC,2019-12-09 01:26:59 UTC,2019-12-09 01:24:34 UTC,914.0,Ruby,True,False,False,8.0,,1.0,master,18.0,139631171,,MIT,2,README.md,CHANGELOG.md,,LICENSE.txt,,,,,2019-12-09 01:26:59 UTC,7,GitHub,,git,,,eps,ankane,eps,36267120
813,2700852,,1,,eos,patrikhuber/eos,981.0,A lightweight 3D Morphable Face Model fitting library in modern C++11/14,"3d-face,3d-face-reconstruction,3dmm,c-plus-plus,computer-vision,cpp14,cpp17,cross-platform,face-models,image-processing,machine-learning,modern-cpp,python",https://github.com/patrikhuber/eos,,GitHub,False,2015-02-10 16:09:02 UTC,2019-06-30 21:05:03 UTC,2019-06-30 21:00:43 UTC,14141.0,C++,True,True,True,369.0,,21.0,master,86.0,30600653,,Apache-2.0,9,README.md,,,LICENSE,,,,,2019-06-30 21:05:03 UTC,8,GitHub,,git,,,eos,patrikhuber,eos,2700852
815,12467565,,1,,environment,dataworkshop/environment,5.0,Environment for Data Workshop,"data-workshop,datascience,docker,environment,jupyter,lab,machine-learning,notebook",https://github.com/dataworkshop/environment,http://dataworkshop.eu/,GitHub,False,2016-08-03 16:59:18 UTC,2017-05-29 07:43:00 UTC,2017-05-12 13:13:21 UTC,14.0,Shell,True,True,False,2.0,,0.0,master,2.0,64863410,,,1,README.md,,,LICENSE,,,,,2016-08-10 17:33:03 UTC,4,GitHub,,git,,,environment,dataworkshop,environment,12467565
816,41041085,,1,,entropy,raphaelvallat/entropy,61.0,EntroPy: complexity of (EEG) time-series in Python,"biosignals,complexity,eeg,eeg-analysis,eeg-classification,entropy,entropy-bits,features-extraction,machine-learning,neuroscience,non-linear,permutation-entropy,python,signal-processing",https://github.com/raphaelvallat/entropy,https://raphaelvallat.com/entropy/,GitHub,False,2018-10-16 00:53:03 UTC,2019-12-24 08:33:24 UTC,2019-11-30 07:04:31 UTC,2059.0,Python,True,False,True,23.0,,0.0,master,6.0,153200929,,BSD-3-Clause,1,README.rst,,,LICENSE,,,,,2019-12-24 08:33:24 UTC,7,GitHub,,git,,,entropy,raphaelvallat,entropy,41041085
817,37665991,,1,,enterprise,joaomilho/Enterprise,1047.0,🦄 The Enterprise™ programming language,"ajax,artificial-intelligence,cloud,crypto,data-science,disruptive-technology,docker,enterprise,enterprise-development,enterprise-services,enterprise-software,growth,humor,jvm,kubernetes,language,money,progressive-web-app,quantum,redux",https://github.com/joaomilho/Enterprise,,GitHub,False,2018-08-05 17:38:48 UTC,2019-11-21 20:26:42 UTC,2019-11-21 19:33:21 UTC,546.0,JavaScript,True,True,False,34.0,,23.0,master,24.0,143634420,,,9,README.md,,CONTRIBUTING.md,,,,,,2019-01-01 22:10:37 UTC,5,GitHub,,git,,,Enterprise,joaomilho,enterprise,37665991
818,37213713,,1,,ensmallen,mlpack/ensmallen,252.0,A header-only C++ library for mathematical optimization --,"deep-learning,function-optimization,machine-learning,minimization,optimization,optimization-algorithms",https://github.com/mlpack/ensmallen,http://ensmallen.org/,GitHub,False,2018-10-03 01:53:06 UTC,2019-02-18 16:44:36 UTC,2019-02-18 16:44:33 UTC,2905.0,C++,True,True,False,27.0,,14.0,master,31.0,151348135,,Other,56,README.md,HISTORY.md,CONTRIBUTING.md,LICENSE.txt,,,,,2018-11-28 22:51:49 UTC,6,GitHub,,git,,,ensmallen,mlpack,ensmallen,37213713
819,39115198,,1,,ensemble,sarthfrey/ensemble,18.0,Build model ensembles without refactoring your code  🚀,"ensemble-learning,infrastructure,machine-learning,modeling-tool,python3",https://github.com/sarthfrey/ensemble,https://ensemble-pkg.readthedocs.io/,GitHub,False,2019-07-01 01:43:09 UTC,2019-08-04 07:22:55 UTC,2019-08-04 07:07:43 UTC,225.0,Python,True,True,False,2.0,,9.0,master,1.0,194581146,,MIT,1,README.md,,,LICENSE,,,,,2019-08-04 07:22:54 UTC,5,GitHub,,git,,,ensemble,sarthfrey,ensemble,39115198
820,24799903,,1,,enet,TimoSaemann/ENet,217.0,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation,"caffe,enet,real-time,semantic-segmentation",https://github.com/TimoSaemann/ENet,,GitHub,False,2017-05-23 20:16:25 UTC,2018-05-02 19:39:40 UTC,2018-03-12 09:36:19 UTC,3259.0,Python,True,True,False,134.0,,43.0,master,20.0,92215815,,,1,README.md,,,,,,,,2017-06-01 11:48:48 UTC,5,GitHub,,git,,,ENet,TimoSaemann,enet,24799903
821,25543319,,1,,electron,NVIDIA-AI-IOT/Electron,32.0,An autonomous deep learning indoor delivery robot made with Jetson,"autonomous-vehicles,delivery-bot,drones,jetson-tx2",https://github.com/NVIDIA-AI-IOT/Electron,,GitHub,False,2017-06-27 22:38:32 UTC,2019-02-20 10:17:16 UTC,2017-08-04 22:13:53 UTC,353788.0,C++,True,True,False,11.0,,1.0,master,8.0,95606690,,,0,,,,,,,,,2017-06-27 22:38:42 UTC,2,GitHub,,git,,,Electron,NVIDIA-AI-IOT,electron,25543319
822,37753306,,1,,edgeconnect,knazeri/edge-connect,1514.0,"EdgeConnect: Structure Guided Image Inpainting using Edge Prediction, ICCVW  2019 https://arxiv.org/abs/1901.00212","canny-edge-detection,deep-learning,edgeconnect,gans,generative-adversarial-network,image-inpainting,pytorch",https://github.com/knazeri/edge-connect,,GitHub,False,2018-12-16 02:14:19 UTC,2019-11-25 08:20:38 UTC,2019-10-23 15:26:58 UTC,1364.0,Python,True,True,False,314.0,,54.0,master,57.0,161960205,,Other,2,README.md,,,LICENSE.md,,,,,2019-01-14 06:21:53 UTC,6,GitHub,,git,,,edge-connect,knazeri,edge connect,37753306
823,40430869,,1,,edgeai,crespum/edge-ai,67.0,A curated list of resources for embedded AI,"artificial-intelligence,awesome-list,edge-computing,embedded",https://github.com/crespum/edge-ai,,GitHub,False,2018-07-25 18:05:37 UTC,2019-11-14 12:04:39 UTC,2019-11-14 07:28:24 UTC,33.0,,True,True,False,7.0,,1.0,master,7.0,142336474,,,3,README.md,,,,,,,,2019-11-14 12:04:39 UTC,5,GitHub,,git,,,edge-ai,crespum,edge ai,40430869
824,40708012,,1,,eddl,deephealthproject/eddl,10.0,European Distributed Deep Learning (EDDL) Library,,https://github.com/deephealthproject/eddl,,GitHub,False,2019-04-05 10:48:59 UTC,2019-11-26 12:15:35 UTC,2019-11-26 12:23:16 UTC,10769.0,C,True,True,False,2.0,,0.0,master,7.0,179664600,,MIT,10,README.md,,,LICENSE,,,,,2019-11-26 12:26:31 UTC,5,GitHub,,git,,,eddl,deephealthproject,eddl,40708012
825,23826587,,1,,eco,martin-danelljan/ECO,405.0,Matlab implementation of the ECO tracker.,"deep-learning,real-time,tracking,visual-tracking",https://github.com/martin-danelljan/ECO,,GitHub,False,2017-04-26 17:08:33 UTC,2019-04-11 11:11:42 UTC,2019-04-09 10:34:42 UTC,8127.0,MATLAB,True,True,False,200.0,,12.0,master,31.0,89506961,,GPL-3.0,1,README.md,,,LICENSE,,,,,2017-05-04 08:16:11 UTC,7,GitHub,,git,,,ECO,martin-danelljan,eco,23826587
826,39194817,,1,,echo,digantamisra98/Echo,28.0,Python package containing all custom and SOTA mathematical backend algorithms used in Machine Learning.,"algorithms,deep-learning,functions,machine-learning,machine-learning-algorithms,mathematics",https://github.com/digantamisra98/Echo,,GitHub,False,2019-06-04 15:31:18 UTC,2019-08-14 22:37:22 UTC,2019-08-14 22:28:22 UTC,9407.0,Python,True,True,False,7.0,,2.0,master,8.0,190229504,,MIT,2,README.md,,,LICENSE,,,,,2019-08-14 22:37:22 UTC,4,GitHub,,git,,,Echo,digantamisra98,echo,39194817
827,37766546,,1,,ecg,awni/ecg,116.0,Cardiologist-level arrhythmia detection and classification in ambulatory electrocardiograms using a deep neural network,,https://github.com/awni/ecg,https://stanfordmlgroup.github.io/projects/ecg2/,GitHub,False,2016-10-27 16:35:12 UTC,2019-04-11 15:07:53 UTC,2019-03-20 04:39:26 UTC,2456.0,Python,True,True,False,52.0,,1.0,master,13.0,72127605,,GPL-3.0,3,README.md,,,LICENSE,,,,,2019-01-15 01:25:17 UTC,5,GitHub,,git,,,ecg,awni,ecg,37766546
831,37910926,,1,,earth,YHWH-333/earth,8.0,A universe simulation based around a custom Soul AI,"artificial-intelligence,digital-media,simulation,story",https://github.com/YHWH-333/earth,,GitHub,False,2019-02-05 19:49:54 UTC,2019-02-08 20:31:59 UTC,2019-02-07 20:07:41 UTC,26.0,Scala,True,True,False,1.0,,1.0,master,4.0,169302298,,GPL-3.0,1,README.md,,,LICENSE,,,,,2019-02-08 20:37:29 UTC,4,GitHub,,git,,,earth,YHWH-333,earth,37910926
832,33038548,,1,,eagleeye,ThoughtfulDev/EagleEye,901.0,"Stalk your Friends. Find their Instagram, FB and Twitter Profiles using Image Recognition and Reverse Image Search.","face-recognition,machine-learning,python3,social-media,stalking",https://github.com/ThoughtfulDev/EagleEye,,GitHub,False,2018-02-17 13:58:57 UTC,2019-04-08 00:17:28 UTC,2019-02-15 16:24:08 UTC,119.0,Python,True,False,False,160.0,,2.0,master,59.0,121859737,,WTFPL,1,README.md,,,LICENSE,,,,,2018-02-17 14:54:28 UTC,3,GitHub,,git,,,EagleEye,ThoughtfulDev,eagleeye,33038548
833,2708615,,1,,dynet,clab/dynet,2867.0,DyNet: The Dynamic Neural Network Toolkit,,https://github.com/clab/dynet,,GitHub,False,2015-02-08 23:09:21 UTC,2019-07-10 12:45:12 UTC,2019-06-19 00:25:20 UTC,12737.0,C++,True,True,False,657.0,,233.0,master,192.0,30509483,,Apache-2.0,125,README.md,,,LICENSE.txt,,,,,2019-07-10 12:45:12 UTC,8,GitHub,,git,,,dynet,clab,dynet,2708615
834,3098358,,1,,dynamics,mbchang/dynamics,92.0,A Compositional Object-Based Approach to Learning Physical Dynamics,"ai,artificial-intelligence,deep-learning,deep-neural-networks,generalization,matter-js,modeling,node-js,physics,physics-2d,physics-simulation,prediction,python-2-7,recursion,torch7,unsupervised-learning",https://github.com/mbchang/dynamics,https://arxiv.org/abs/1612.00341/,GitHub,False,2015-11-08 21:55:17 UTC,2017-11-24 19:46:33 UTC,2017-03-07 15:46:31 UTC,366148.0,Lua,True,True,False,8.0,,2.0,master,5.0,45800885,,,1,README.md,,,,,,,,2017-11-24 19:46:33 UTC,5,GitHub,,git,,,dynamics,mbchang,dynamics,3098358
835,21398244,,1,,dvc,iterative/dvc,4268.0,🦉Data Version Control | Git for Data & Models,"ai,collaboration,data-science,data-version-control,developer-tools,git,hacktoberfest,machine-learning,python,reproducibility",https://github.com/iterative/dvc,https://dvc.org/,GitHub,False,2017-03-04 08:16:33 UTC,2020-01-01 01:50:31 UTC,2020-01-01 01:24:41 UTC,6916.0,Python,True,True,False,376.0,,354.0,master,93.0,83878269,,Apache-2.0,107,README.rst,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-12-25 17:45:26 UTC,11,GitHub,,git,,,dvc,iterative,dvc,21398244
836,36512550,,1,,drug,CasperN/drug,6.0,Differentiable Rust Graphs (neural network library),,https://github.com/CasperN/drug,,GitHub,False,2018-08-12 21:43:02 UTC,2018-10-21 18:01:37 UTC,2018-10-21 18:00:02 UTC,13601.0,Rust,True,True,False,0.0,,0.0,master,1.0,144502856,,MIT,1,readme.md,,,license.txt,,,,,2018-10-21 18:01:37 UTC,3,GitHub,,git,,,drug,CasperN,drug,36512550
837,30081291,,1,,droid,sintefneodroid/droid,25.0,Package for rapid prototyping of reinforcement learning environments 🚀,"agent,blazing,deep-learning,droid,fast,learning-agents,machine-learning,ml,motor,neo,neodroid,neural-network,prototyping,reinforcement-learning,rl,segment-images,simulation,unity",https://github.com/sintefneodroid/droid,http://u3d.as/14cC  (Temporarily Down)/,GitHub,False,2017-07-25 07:45:30 UTC,2019-12-03 11:40:28 UTC,2019-12-03 11:40:16 UTC,67744.0,C#,True,True,True,8.0,,3.0,master,5.0,98279265,,Apache-2.0,5,README.md,,.github/CONTRIBUTING.md,LICENSE.md,.github/CODE_OF_CONDUCT.md,,,,2019-12-03 11:40:28 UTC,6,GitHub,,git,,,droid,sintefneodroid,droid,30081291
838,9215614,,1,,dragonfire,DragonComputer/Dragonfire,867.0,the open-source virtual assistant for Ubuntu based Linux distributions,"artificial-intelligence,chatbot,kaldi,linux,machine-learning,nlp,personal-assistant,spacy,speech-recognition,speech-to-text,text-to-speech,ubuntu,virtual-assistant",https://github.com/DragonComputer/Dragonfire,http://dragon.computer/,GitHub,False,2016-04-19 23:28:07 UTC,2019-03-21 21:28:08 UTC,2019-03-22 07:50:42 UTC,25064.0,Python,True,True,False,124.0,,12.0,master,70.0,56639410,,MIT,11,README.md,,CONTRIBUTING.md,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2018-10-24 03:22:47 UTC,9,GitHub,,git,,,Dragonfire,DragonComputer,dragonfire,9215614
839,7368753,,1,,dragon,neopenx/Dragon,155.0,Dragon: A Computation Graph Virtual Machine Based Deep Learning Framework.,"cuda,graph,memory-efficient,python,vm",https://github.com/neopenx/Dragon,http://dragon.seetatech.com/,GitHub,False,2016-03-02 12:10:54 UTC,2018-12-28 07:24:20 UTC,2018-03-12 14:10:37 UTC,942.0,C++,True,True,False,60.0,,0.0,master,18.0,52960056,,BSD-2-Clause,1,README.md,,,,,,,,2017-11-24 18:56:29 UTC,6,GitHub,,git,,,Dragon,neopenx,dragon,7368753
841,20950163,,1,,dlpack,dmlc/dlpack,254.0,RFC for common in-memory tensor structure and operator interface for deep learning system,"deep-learning,operator,tensor",https://github.com/dmlc/dlpack,,GitHub,False,2017-02-24 16:56:47 UTC,2019-11-08 18:42:07 UTC,2019-08-12 21:12:06 UTC,57.0,C,True,True,False,49.0,,5.0,master,41.0,83063526,,Apache-2.0,2,t,f,f,t,f,f,f,,2017-02-26 06:08:44 UTC,6,GitHub,,git,,,dlpack,dmlc,dlpack,20950163
842,27269520,,1,,dlp,yt7589/dlp,8.0,Deep learning platform based on tensorflow,,https://github.com/yt7589/dlp,,GitHub,False,2017-07-02 01:42:43 UTC,2018-11-16 06:54:38 UTC,2017-11-23 11:55:44 UTC,35072.0,C,True,True,False,5.0,,0.0,master,3.0,95996345,,,1,README.md,,,,,,,,2017-08-12 09:04:13 UTC,3,GitHub,,git,,,dlp,yt7589,dlp,27269520
843,5766550,,1,,dll,wichtounet/dll,527.0,"Deep Learning Library (DLL) for C++ (ANNs, CNNs, RBMs, DBNs...)","artificial-neural-networks,c-plus-plus,convolutional-neural-networks,cpp,cpp11,cpp14,cpu,deep-learning,gpu,machine-learning,performance,rbm",https://github.com/wichtounet/dll,,GitHub,False,2014-01-07 15:10:30 UTC,2019-04-22 04:47:35 UTC,2018-04-30 07:00:23 UTC,17182.0,C++,True,True,False,127.0,,3.0,master,55.0,15707742,,MIT,1,README.rst,,,LICENSE,,,,,2017-11-24 19:07:09 UTC,6,GitHub,,git,,,dll,wichtounet,dll,5766550
844,37102040,,1,,dirt,pmh47/dirt,42.0,DIRT: a fast differentiable renderer for TensorFlow,"machine-learning,opengl,rendering,tensorflow,vision",https://github.com/pmh47/dirt,,GitHub,False,2018-08-16 21:58:25 UTC,2018-11-21 15:13:41 UTC,2018-09-27 15:49:48 UTC,112.0,C++,True,True,False,4.0,,4.0,master,4.0,145043028,,MIT,1,README.md,,,LICENSE,,,,,2018-11-21 15:13:41 UTC,5,GitHub,,git,,,dirt,pmh47,dirt,37102040
845,34301579,,1,,dialogbot,shibing624/dialogbot,10.0,"dialogbot, provide complete dialogue model technology. Combining task-based dialogue model, search-based dialogue model and generative dialogue model, output the optimal response. ","chatbot,deep-learning,dialog,dialogbot,nlp,qa,question-answering",https://github.com/shibing624/dialogbot,,GitHub,False,2018-03-19 04:10:41 UTC,2019-08-06 04:09:21 UTC,2019-08-06 04:07:53 UTC,23306.0,Python,True,True,True,6.0,,0.0,master,2.0,125800164,,Apache-2.0,1,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-08-06 04:09:21 UTC,5,GitHub,,git,,,dialogbot,shibing624,dialogbot,34301579
846,35639342,,1,,dgl,dmlc/dgl,3720.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.","deep-learning,graph-neural-networks",https://github.com/dmlc/dgl,http://dgl.ai/,GitHub,False,2018-04-20 14:49:09 UTC,2020-01-12 00:46:29 UTC,2020-01-12 07:43:16 UTC,5754.0,Python,True,True,False,620.0,,130.0,master,130.0,130375797,,Apache-2.0,46,README.md,,,LICENSE,,,,,2019-12-20 09:33:41 UTC,11,GitHub,,git,,,dgl,dmlc,dgl,35639342
847,38181674,,1,,dffml,intel/dffml,36.0,The fastest way to integrate Machine Learning into new or existing solutions,"asyncio,data-flow,event-based,machine-learning,python3",https://github.com/intel/dffml,https://intel.github.io/dffml/,GitHub,False,2018-09-19 21:06:34 UTC,2020-01-03 22:26:22 UTC,2020-01-03 22:18:15 UTC,27089.0,Python,True,True,True,32.0,,70.0,master,9.0,149512216,,MIT,17,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2020-01-03 22:26:21 UTC,10,GitHub,,git,,,dffml,intel,dffml,38181674
848,219500,,1,,dexter,emilsjolander/dexter,5.0,A machine learning package for go,,https://github.com/emilsjolander/dexter,,GitHub,False,2014-07-07 00:36:38 UTC,2018-03-01 16:39:43 UTC,2014-12-27 12:45:31 UTC,18726.0,Go,True,True,False,2.0,,0.0,master,1.0,21551633,,,1,README.md,,,,,,,,2018-03-01 16:39:41 UTC,3,GitHub,,git,,,dexter,emilsjolander,dexter,219500
849,16976610,,1,,dex,Innixma/dex,15.0,Continual Learning Toolkit for Reinforcement Learning,"artificial-intelligence,deep-reinforcement-learning,keras,python,tensorflow",https://github.com/Innixma/dex,,GitHub,False,2016-11-14 21:39:48 UTC,2017-08-27 10:25:48 UTC,2017-06-09 21:01:50 UTC,429594.0,Python,True,True,False,5.0,,3.0,master,3.0,73749313,,MIT,3,README.md,,,LICENSE,,,,,2016-12-11 20:36:11 UTC,5,GitHub,,git,,,dex,Innixma,dex,16976610
850,33132201,,1,,design,kaml-d/design,8.0,Architecture and UX design of KAML-D,"architecture,kubernetes,machine-learning",https://github.com/kaml-d/design,,GitHub,False,2018-02-20 05:09:41 UTC,2018-02-20 07:33:14 UTC,2018-02-20 05:34:24 UTC,2641.0,,True,True,False,0.0,,0.0,master,2.0,122157858,,Apache-2.0,1,README.md,,,LICENSE,,,,,2018-02-20 05:24:16 UTC,3,GitHub,,git,,,design,kaml-d,design,33132201
851,17747709,,1,,deepvideoanalytics,AKSHAYUBHAT/DeepVideoAnalytics,2732.0,A distributed visual search and visual data analytics platform.,"cbir,deep-learning,deep-video-analytics,face-detection,face-recognition,image-retrieval,nvidia-docker,video-analytics,visual-search",https://github.com/AKSHAYUBHAT/DeepVideoAnalytics,https://deepvideoanalytics.com/,GitHub,False,2017-01-17 06:41:45 UTC,2019-10-23 00:02:44 UTC,2019-10-23 00:03:55 UTC,297194.0,Python,True,True,False,655.0,,8.0,master,217.0,77448851,,Other,0,,,,,,,,,2016-12-27 10:57:05 UTC,7,GitHub,,git,,,DeepVideoAnalytics,AKSHAYUBHAT,deepvideoanalytics,17747709
853,40679231,,1,,deeplog,wuyifan18/DeepLog,90.0,Pytorch implementation of DeepLog.,"anomaly-detection,deeplearning,pytorch,sequence-prediction",https://github.com/wuyifan18/DeepLog,,GitHub,False,2018-12-27 11:53:58 UTC,2019-11-25 11:56:30 UTC,2019-10-31 04:13:05 UTC,1513.0,Python,True,True,False,51.0,,14.0,master,13.0,163288742,,MIT,1,README.md,,,LICENSE,,,,,2019-11-25 11:56:30 UTC,6,GitHub,,git,,,DeepLog,wuyifan18,deeplog,40679231
